model	dataset	species	tx_id	gene	tx_biotype	orf_type	orf_tstart	orf_tstop	tx_len	psites_total	psites_in_orf	r_full	r_drop1	r_drop3	r_orf	r_drop_orf3	top1_frac	spread90	f0_obs_in_orf	score
attn	human_ruizorera	human	ENST00000519676.6	SLC25A30	protein_coding	annotated	130	1005	3663	939	875	0.4617	0.4189	0.4392	0.4273	0.3548	0.0607	0.6432	0.8377	0.2933
attn	human_ruizorera	human	ENST00000342308.11	TMEM230	protein_coding	annotated	49	600	1541	1210	1050	0.8115	0.5723	0.4778	0.7990	0.4916	0.1413	0.4737	0.6171	0.2931
attn	human_ruizorera	human	ENST00000710327.1	TRIM8	protein_coding	annotated	2116	3771	4735	3401	2967	0.3368	0.4253	0.4127	0.3250	0.4018	0.0947	0.4859	0.8679	0.2931
attn	human_ruizorera	human	ENST00000317336.11	ODF2L	protein_coding	annotated	370	2280	4376	1339	968	0.3310	0.3036	0.3269	0.3529	0.3580	0.0635	0.6117	0.8027	0.2931
attn	human_ruizorera	human	ENST00000617070.5	RAB7B	protein_coding	annotated	160	759	2870	526	451	0.4802	0.3679	0.3940	0.4787	0.3851	0.0837	0.6423	0.8271	0.2931
attn	human_ruizorera	human	ENST00000545616.2	RNF24	protein_coding	annotated	123	632	1128	1208	1146	0.4321	0.7151	0.6017	0.4162	0.5850	0.1747	0.5215	0.8534	0.2931
attn	human_ruizorera	human	ENST00000303721.12	FGGY	protein_coding	annotated	72	1727	1873	1181	1179	0.3199	0.3387	0.3357	0.3113	0.3262	0.0356	0.6295	0.7956	0.2930
attn	human_ruizorera	human	ENST00000361470.4	MAGEE1	protein_coding	annotated	222	3095	3633	1508	1444	0.3086	0.3080	0.3219	0.3008	0.3144	0.0239	0.6583	0.8899	0.2930
attn	human_ruizorera	human	ENST00000393408.7	CBX1	protein_coding	annotated	482	1039	2422	3485	3087	0.4958	0.5624	0.4117	0.4743	0.3806	0.0806	0.4135	0.8073	0.2929
attn	human_ruizorera	human	ENST00000259727.5	GMPR	protein_coding	annotated	108	1145	1508	3610	3606	0.4504	0.4961	0.3710	0.4325	0.3451	0.0529	0.5112	0.8453	0.2929
attn	human_ruizorera	human	ENST00000332674.9	MXI1	protein_coding	annotated	205	1092	3470	3388	3361	0.4272	0.4801	0.5018	0.3964	0.4523	0.1234	0.4485	0.8378	0.2928
attn	human_ruizorera	human	ENST00000370474.4	SDHAF4	protein_coding	annotated	12	338	1183	1542	1540	0.5330	0.4514	0.4847	0.4841	0.4086	0.0992	0.5000	0.8195	0.2928
attn	human_ruizorera	human	ENST00000592875.6	C18orf21	protein_coding	annotated	51	713	985	1542	1538	0.4061	0.4599	0.4486	0.3882	0.4251	0.1089	0.4943	0.8791	0.2928
attn	human_ruizorera	human	ENST00000296351.8	MELTF	protein_coding	annotated	90	998	1650	670	659	0.3634	0.3822	0.3778	0.3297	0.3407	0.0493	0.6409	0.8225	0.2927
attn	human_ruizorera	human	ENST00000414461.6	RBFOX2	protein_coding	annotated	1	1113	1706	13810	13804	0.4058	0.3680	0.4010	0.3860	0.3663	0.0703	0.3926	0.7735	0.2927
attn	human_ruizorera	human	ENST00000381007.9	SGTB	protein_coding	annotated	216	1130	5448	1291	1243	0.5754	0.4282	0.4207	0.5467	0.3665	0.0705	0.5918	0.8029	0.2927
attn	human_ruizorera	human	ENST00000374198.5	PRPF4	protein_coding	annotated	87	1652	2897	2623	2602	0.3438	0.3910	0.3779	0.3124	0.3423	0.0507	0.5515	0.8739	0.2927
attn	human_ruizorera	human	ENST00000381556.6	MYBBP1A	protein_coding	annotated	63	4061	4104	5825	5823	0.2461	0.3457	0.3540	0.2450	0.3525	0.0594	0.5532	0.8686	0.2927
attn	human_ruizorera	human	ENST00000379378.8	E2F4	protein_coding	annotated	74	1315	2110	1369	1361	0.4004	0.3691	0.3767	0.3713	0.3386	0.0475	0.6208	0.8655	0.2927
attn	human_ruizorera	human	ENST00000394420.9	RSPRY1	protein_coding	uORF	12	155	3503	1847	231	0.3991	0.1946	0.2106	0.1908	0.4247	0.1088	0.5962	0.6667	0.2927
attn	human_ruizorera	human	ENST00000393042.3	IKBIP	protein_coding	annotated	254	466	1368	2375	1039	0.4035	0.4165	0.4605	0.2549	0.3358	0.0451	0.5686	0.8181	0.2926
attn	human_ruizorera	human	ENST00000621444.4	NOP16	protein_coding	annotated	224	919	954	919	918	0.3449	0.3613	0.3862	0.3229	0.3624	0.0675	0.6104	0.6993	0.2926
attn	human_ruizorera	human	ENST00000311331.12	ZNF624	protein_coding	annotated	90	2687	4241	664	661	0.3390	0.3572	0.3447	0.3193	0.3231	0.0331	0.7014	0.7806	0.2926
attn	human_ruizorera	human	ENST00000356839.10	ACADVL	protein_coding	annotated	48	2015	2184	22403	22313	0.4843	0.4007	0.4454	0.4822	0.4386	0.1166	0.3849	0.8763	0.2925
attn	human_ruizorera	human	ENST00000299687.10	ZNF407	protein_coding	annotated	122	6868	8071	1984	1943	0.2923	0.2949	0.3115	0.2864	0.3061	0.0156	0.6832	0.8528	0.2924
attn	human_ruizorera	human	ENST00000389759.8	PKP4	protein_coding	annotated	273	3851	4603	1137	1106	0.2647	0.2815	0.3060	0.2803	0.3251	0.0352	0.6404	0.8689	0.2924
attn	human_ruizorera	human	ENST00000971024.1	AP1AR	protein_coding	annotated	218	1126	2764	363	343	0.4399	0.3373	0.3901	0.4206	0.3605	0.0661	0.6667	0.6560	0.2924
attn	human_ruizorera	human	ENST00000333129.4	FIGN	protein_coding	annotated	317	2596	9537	3622	3359	0.4452	0.4636	0.4077	0.4640	0.4026	0.0958	0.5491	0.8565	0.2924
attn	human_ruizorera	human	ENST00000418543.8	WDR83	protein_coding	annotated	343	1290	1450	541	441	0.3425	0.3293	0.3571	0.3473	0.3782	0.0795	0.6240	0.7959	0.2923
attn	human_ruizorera	human	ENST00000360534.8	DPP4	protein_coding	annotated	235	2535	3573	894	856	0.6375	0.3842	0.3650	0.6389	0.3505	0.0582	0.7157	0.8084	0.2923
attn	human_ruizorera	human	ENST00000474629.7	PARP14	protein_coding	annotated	46	5451	7694	1758	1758	0.3064	0.3105	0.3263	0.2887	0.3078	0.0176	0.6957	0.8259	0.2923
attn	human_ruizorera	human	ENST00000638704.2	FBXL22	protein_coding	annotated	7	702	904	2977	2959	0.3683	0.3706	0.3585	0.3397	0.3267	0.0369	0.5146	0.6881	0.2923
attn	human_ruizorera	human	ENST00000253754.8	PDLIM4	protein_coding	annotated	40	1032	2257	4656	4653	0.3361	0.4298	0.4713	0.3074	0.4296	0.1119	0.4623	0.8730	0.2922
attn	human_ruizorera	human	ENST00000291688.6	MCM3AP	protein_coding	annotated	326	6268	6403	4181	4173	0.3408	0.3348	0.3185	0.3400	0.3167	0.0270	0.6160	0.8864	0.2922
attn	human_ruizorera	human	ENST00000234739.8	BCL9	protein_coding	annotated	652	4932	6189	2486	2280	0.2685	0.2922	0.3598	0.2474	0.3280	0.0382	0.6000	0.8535	0.2922
attn	human_ruizorera	human	ENST00000436587.7	C1GALT1	protein_coding	annotated	271	1386	6275	1540	1485	0.3663	0.4081	0.4235	0.3237	0.3671	0.0714	0.5738	0.8330	0.2922
attn	human_ruizorera	human	ENST00000413330.5	RPP30	protein_coding	annotated	36	1004	1004	3494	3461	0.2920	0.3251	0.3545	0.2898	0.3524	0.0598	0.5014	0.8376	0.2922
attn	human_ruizorera	human	ENST00000505747.6	THUMPD2	protein_coding	annotated	20	1531	2205	840	835	0.3512	0.3849	0.3706	0.3309	0.3449	0.0536	0.6379	0.8431	0.2921
attn	human_ruizorera	human	ENST00000433542.7	CCDC14	protein_coding	annotated	62	2800	3260	2422	2422	0.3858	0.3266	0.3147	0.3787	0.3254	0.0359	0.5801	0.8336	0.2920
attn	human_ruizorera	human	ENST00000372410.7	GPR107	protein_coding	Overlap_uORF	214	378	6991	6767	1201	0.5903	0.4343	0.4837	0.5490	0.3946	0.0526	0.4662	0.4355	0.2920
attn	human_ruizorera	human	ENST00000220763.10	CPQ	protein_coding	annotated	196	1614	1932	1365	1335	0.3151	0.3182	0.3425	0.2945	0.3216	0.0322	0.6111	0.8240	0.2920
attn	human_ruizorera	human	ENST00000337198.10	AZIN1	protein_coding	annotated	591	1937	4196	5916	3696	0.2108	0.2754	0.3212	0.3533	0.3719	0.0752	0.4776	0.8531	0.2920
attn	human_ruizorera	human	ENST00000889973.1	MLLT11	protein_coding	annotated	141	413	1413	9294	8900	0.6318	0.4890	0.5904	0.6058	0.5387	0.1603	0.2849	0.8542	0.2920
attn	human_ruizorera	human	ENST00000367142.5	NUCKS1	protein_coding	annotated	210	941	6399	34181	30616	0.4167	0.4654	0.4383	0.3650	0.3784	0.0800	0.3100	0.7995	0.2919
attn	human_ruizorera	human	ENST00000855981.1	ELOVL1	protein_coding	annotated	2328	3233	3748	2195	2119	0.3539	0.3667	0.3574	0.3175	0.3207	0.0314	0.5586	0.7706	0.2919
attn	human_ruizorera	human	ENST00000329524.8	NFATC3	protein_coding	annotated	25	3231	6144	1700	1690	0.2978	0.3203	0.3497	0.2702	0.3216	0.0324	0.6091	0.8160	0.2919
attn	human_ruizorera	human	ENST00000399562.9	C22orf39	protein_coding	annotated	24	341	3720	1877	1721	0.4628	0.4292	0.4507	0.3829	0.3584	0.0650	0.4675	0.8698	0.2919
attn	human_ruizorera	human	ENST00000403593.9	SDSL	protein_coding	annotated	120	1109	1306	885	846	0.3621	0.4535	0.3957	0.3498	0.3818	0.0825	0.6504	0.7754	0.2918
attn	human_ruizorera	human	ENST00000343882.10	FOXO3	protein_coding	annotated	305	2326	7308	1273	1057	0.2559	0.2909	0.5020	0.2595	0.5867	0.1760	0.4938	0.7521	0.2917
attn	human_ruizorera	human	ENST00000337673.7	ZNF394	protein_coding	annotated	189	1874	2163	1125	903	0.3877	0.4770	0.4093	0.5087	0.3832	0.0836	0.6054	0.7652	0.2917
attn	human_ruizorera	human	ENST00000268057.9	BBS4	protein_coding	annotated	22	1581	2467	3286	3281	0.3805	0.4152	0.3687	0.3574	0.3361	0.0463	0.5276	0.8732	0.2917
attn	human_ruizorera	human	ENST00000319466.9	MCFD2	protein_coding	annotated	91	531	4120	2689	2606	0.3779	0.4259	0.4826	0.3412	0.4470	0.1216	0.3720	0.8262	0.2917
attn	human_ruizorera	human	ENST00000543571.6	LATS1	protein_coding	annotated	394	3786	7362	1850	1809	0.3428	0.3244	0.3373	0.3163	0.3093	0.0200	0.6456	0.8336	0.2916
attn	human_ruizorera	human	ENST00000318410.12	WASHC5	protein_coding	annotated	303	3782	4139	3642	3566	0.2451	0.2574	0.2998	0.2825	0.3420	0.0516	0.5773	0.8707	0.2916
attn	human_ruizorera	human	ENST00000858321.1	PEAR1	protein_coding	annotated	341	3454	5088	902	863	0.3471	0.3674	0.3277	0.3346	0.3133	0.0244	0.7179	0.7486	0.2915
attn	human_ruizorera	human	ENST00000392092.7	TBP	protein_coding	annotated	244	1263	1857	1669	1361	0.4511	0.5231	0.3404	0.4170	0.3590	0.0659	0.5687	0.8523	0.2914
attn	human_ruizorera	human	ENST00000248342.9	EIF3K	protein_coding	annotated	82	738	772	22807	22405	0.7700	0.5532	0.5476	0.7715	0.5369	0.1602	0.3226	0.8811	0.2912
attn	human_ruizorera	human	ENST00000468084.1	C1orf122	protein_coding	Overlap_dORF	830	919	1234	3099	250	0.3700	0.4238	0.4859	0.8859	0.4122	0.0639	0.4575	0.4320	0.2912
attn	human_ruizorera	human	ENST00000312465.12	FGF5	protein_coding	annotated	162	968	5313	860	839	0.3417	0.4671	0.4949	0.3469	0.5155	0.1523	0.5299	0.7890	0.2912
attn	human_ruizorera	human	ENST00000263205.11	MED15	protein_coding	annotated	70	2436	3351	7807	7762	0.2285	0.3036	0.3750	0.2158	0.3592	0.0664	0.4953	0.8777	0.2911
attn	human_ruizorera	human	ENST00000372022.6	SURF6	protein_coding	annotated	57	1142	4235	2095	2087	0.4251	0.4033	0.3936	0.3746	0.3298	0.0411	0.5773	0.8586	0.2911
attn	human_ruizorera	human	ENST00000853381.1	FURIN	protein_coding	annotated	231	2615	4194	2508	2446	0.3050	0.3450	0.3881	0.2849	0.3615	0.0682	0.5685	0.8618	0.2911
attn	human_ruizorera	human	ENST00000286307.6	LSM11	protein_coding	annotated	40	1122	6567	802	800	0.3254	0.3277	0.4100	0.2874	0.3685	0.0736	0.6000	0.8363	0.2910
attn	human_ruizorera	human	ENST00000410092.7	SPIRE1	protein_coding	annotated	180	2408	5533	2039	1735	0.4828	0.2934	0.3585	0.2691	0.3640	0.0701	0.5459	0.8173	0.2910
attn	human_ruizorera	human	ENST00000514062.2	IGFBP7	protein_coding	annotated	35	874	1251	59615	59575	0.3067	0.4918	0.5009	0.2877	0.4755	0.1358	0.2686	0.8756	0.2910
attn	human_ruizorera	human	ENST00000227520.10	CCDC86	protein_coding	annotated	13	1095	1851	521	519	0.4968	0.6161	0.4574	0.4903	0.4483	0.1228	0.5676	0.9114	0.2910
attn	human_ruizorera	human	ENST00000543711.5	NCEH1	protein_coding	annotated	405	1232	4062	353	287	0.3334	0.3454	0.2619	0.4098	0.3312	0.0425	0.6818	0.8362	0.2910
attn	human_ruizorera	human	ENST00000354700.10	ACAP3	protein_coding	annotated	116	2620	3793	1255	1252	0.3005	0.3229	0.3563	0.2814	0.3343	0.0454	0.6356	0.8802	0.2909
attn	human_ruizorera	human	ENST00000340473.8	GTF2F2	protein_coding	annotated	147	896	2228	4063	3887	0.4211	0.4526	0.4252	0.3808	0.3717	0.0761	0.4613	0.8248	0.2909
attn	human_ruizorera	human	ENST00000490531.3	NACAD	protein_coding	annotated	76	4764	4836	2696	2694	0.3194	0.3318	0.3122	0.3179	0.3164	0.0282	0.6211	0.8834	0.2909
attn	human_ruizorera	human	ENST00000331768.10	SETD3	protein_coding	annotated	141	1925	2856	5463	5446	0.2855	0.3529	0.3882	0.2647	0.3634	0.0699	0.4885	0.8452	0.2908
attn	human_ruizorera	human	ENST00000263102.7	CCDC6	protein_coding	annotated	133	1557	5727	6805	6765	0.5971	0.3972	0.4787	0.5848	0.4379	0.1176	0.4176	0.8819	0.2908
attn	human_ruizorera	human	ENST00000310823.8	ADAM17	protein_coding	annotated	226	2700	4391	5898	5758	0.3308	0.3354	0.3841	0.3010	0.3396	0.0504	0.5171	0.8538	0.2908
attn	human_ruizorera	human	ENST00000298130.5	SPTSSA	protein_coding	annotated	34	249	2662	2834	2773	0.5555	0.4636	0.5930	0.5019	0.5169	0.1531	0.3401	0.8788	0.2907
attn	human_ruizorera	human	ENST00000372648.10	TBC1D13	protein_coding	annotated	102	1304	3855	3600	3576	0.3626	0.3848	0.4210	0.3233	0.3678	0.0733	0.5036	0.8647	0.2907
attn	human_ruizorera	human	ENST00000947957.1	LGALS3	protein_coding	annotated	4106	4900	4930	7789	7781	0.4144	0.4738	0.4956	0.3571	0.3974	0.0940	0.4105	0.8252	0.2907
attn	human_ruizorera	human	ENST00000373498.5	MAPKAP1	protein_coding	annotated	70	1638	3131	1627	1587	0.4311	0.2765	0.4042	0.4190	0.3691	0.0744	0.5751	0.8544	0.2906
attn	human_ruizorera	human	ENST00000449352.7	FHIP1B	protein_coding	annotated	285	3203	3364	1736	1423	0.2919	0.3166	0.2901	0.2770	0.3219	0.0340	0.6404	0.8025	0.2906
attn	human_ruizorera	human	ENST00000505459.6	SRP19	protein_coding	annotated	91	525	2776	437	357	0.5148	0.6780	0.8711	0.4376	0.8236	0.2265	0.3429	0.9468	0.2905
attn	human_ruizorera	human	ENST00000361368.7	SMURF1	protein_coding	annotated	329	2524	5668	3055	2717	0.3564	0.3328	0.3629	0.3271	0.3178	0.0301	0.5882	0.8325	0.2905
attn	human_ruizorera	human	ENST00000329214.13	CCDC137	protein_coding	annotated	31	900	2095	1452	1413	0.4291	0.4820	0.3978	0.3992	0.3581	0.0661	0.5535	0.8747	0.2905
attn	human_ruizorera	human	ENST00000373255.9	MACROH2A2	protein_coding	annotated	215	1333	1932	4823	3902	0.3743	0.4701	0.4744	0.4591	0.3769	0.0802	0.4933	0.7922	0.2905
attn	human_ruizorera	human	ENST00000379561.6	FOXO1	protein_coding	annotated	430	2397	5779	1478	1148	0.3112	0.3607	0.4600	0.3244	0.3627	0.0697	0.5669	0.7918	0.2904
attn	human_ruizorera	human	ENST00000396062.4	FKBP3	protein_coding	annotated	26	700	1299	20946	20946	0.3706	0.4038	0.4682	0.3404	0.4303	0.1138	0.2948	0.8628	0.2904
attn	human_ruizorera	human	ENST00000425792.5	UBE2E2	protein_coding	Overlap_uORF	25	663	1248	7645	5907	0.5868	0.4446	0.4713	0.4115	0.4213	0.0599	0.4323	0.4158	0.2904
attn	human_ruizorera	human	ENST00000376552.8	TLE4	protein_coding	annotated	827	3148	4886	1590	1238	0.2754	0.3093	0.3353	0.2772	0.3413	0.0522	0.6353	0.8296	0.2904
attn	human_ruizorera	human	ENST00000255608.9	BTBD2	protein_coding	annotated	12	1589	2629	2815	2806	0.3512	0.5010	0.4926	0.3366	0.4620	0.1300	0.5254	0.9024	0.2904
attn	human_ruizorera	human	ENST00000270815.5	C1orf216	protein_coding	annotated	184	873	2628	637	622	0.4046	0.4928	0.5042	0.3747	0.4625	0.1303	0.5896	0.8617	0.2903
attn	human_ruizorera	human	ENST00000341307.6	RTN3	protein_coding	annotated	192	917	2524	7578	7414	0.3394	0.3529	0.4353	0.3091	0.4054	0.0994	0.2955	0.8522	0.2903
attn	human_ruizorera	human	ENST00000429815.6	CYP20A1	protein_coding	annotated	82	1494	1812	1343	1343	0.4151	0.4460	0.3556	0.4039	0.3385	0.0499	0.5977	0.8131	0.2903
attn	human_ruizorera	human	ENST00000006777.11	RHBDD2	protein_coding	annotated	50	1144	1721	4512	4494	0.3498	0.3692	0.4315	0.3315	0.4065	0.1002	0.4450	0.8752	0.2902
attn	human_ruizorera	human	ENST00000335693.9	SUGCT	protein_coding	annotated	17	1333	1617	1020	1014	0.3088	0.3068	0.3336	0.2973	0.3217	0.0343	0.6277	0.8629	0.2902
attn	human_ruizorera	human	ENST00000388835.4	KRT18	protein_coding	annotated	57	1349	1413	50100	50057	0.4559	0.6825	0.6433	0.4548	0.6421	0.1919	0.2620	0.8804	0.2901
attn	human_ruizorera	human	ENST00000537981.5	RTN3	protein_coding	annotated	138	848	2532	10271	10090	0.4275	0.3478	0.4072	0.3975	0.3708	0.0761	0.2792	0.8783	0.2901
attn	human_ruizorera	human	ENST00000432648.8	AKIRIN1	protein_coding	annotated	106	684	2688	5835	5723	0.6044	0.4603	0.4499	0.5760	0.3915	0.0907	0.3550	0.8620	0.2901
attn	human_ruizorera	human	ENST00000230882.9	GHR	protein_coding	annotated	529	2445	4899	1277	1031	0.2797	0.3708	0.3797	0.2504	0.3906	0.0901	0.6203	0.8264	0.2901
attn	human_ruizorera	human	ENST00000348824.11	MAP3K4	protein_coding	annotated	119	4783	5295	2167	2166	0.2480	0.3650	0.3732	0.2433	0.3663	0.0729	0.6347	0.8333	0.2900
attn	human_ruizorera	human	ENST00000306024.4	LSM3	protein_coding	annotated	45	353	3359	1702	1670	0.4396	0.4859	0.4597	0.4005	0.4186	0.1075	0.4906	0.8216	0.2900
attn	human_ruizorera	human	ENST00000647444.2	PTP4A2	protein_coding	uORF	359	478	3910	3330	97	0.2935	0.3865	0.3332	0.3341	0.4183	0.1075	0.4391	0.7526	0.2898
attn	human_ruizorera	human	ENST00000296003.9	MTMR14	protein_coding	annotated	80	2032	2452	1889	1774	0.3437	0.4028	0.4232	0.3005	0.3600	0.0683	0.5988	0.8371	0.2898
attn	human_ruizorera	human	ENST00000282251.10	CWF19L2	protein_coding	annotated	10	2694	3244	1046	1046	0.4661	0.3025	0.3318	0.4598	0.3204	0.0335	0.6829	0.8117	0.2898
attn	human_ruizorera	human	ENST00000296679.9	WDR41	protein_coding	annotated	97	1476	3678	6282	6235	0.3675	0.3934	0.3781	0.3280	0.3324	0.0449	0.4812	0.7982	0.2897
attn	human_ruizorera	human	ENST00000892599.1	SCAF1	protein_coding	annotated	36	3983	4233	10768	10767	0.3832	0.2998	0.3344	0.3806	0.3302	0.0429	0.4832	0.8566	0.2897
attn	human_ruizorera	human	ENST00000388968.8	HSPD1	protein_coding	annotated	62	1783	2245	20820	20679	0.6719	0.3971	0.4840	0.6708	0.4793	0.1385	0.2779	0.8494	0.2896
attn	human_ruizorera	human	ENST00000520371.5	CCNC	protein_coding	annotated	187	1035	2186	1324	1316	0.5754	0.5384	0.4055	0.5588	0.3693	0.0755	0.5596	0.8290	0.2896
attn	human_ruizorera	human	ENST00000473667.6	PDZD11	protein_coding	annotated	211	729	1216	2571	2546	0.3331	0.3703	0.3996	0.2970	0.3625	0.0704	0.4333	0.8201	0.2896
attn	human_ruizorera	human	ENST00000885918.1	GIPC1	protein_coding	annotated	208	1209	1866	6318	6201	0.2919	0.4346	0.4818	0.2696	0.4543	0.1269	0.4131	0.8816	0.2896
attn	human_ruizorera	human	ENST00000598913.5	SAMD4B	protein_coding	annotated	341	2419	2877	3300	2821	0.3146	0.3529	0.4138	0.2566	0.3334	0.0461	0.5528	0.7721	0.2895
attn	human_ruizorera	human	ENST00000332349.5	JRKL	protein_coding	annotated	229	1803	3140	1360	1294	0.3340	0.3655	0.3785	0.2944	0.3337	0.0463	0.6084	0.8377	0.2895
attn	human_ruizorera	human	ENST00000650167.2	QSER1	protein_coding	annotated	316	5910	9706	4774	4721	0.3028	0.3433	0.3622	0.2836	0.3366	0.0490	0.6076	0.8458	0.2895
attn	human_ruizorera	human	ENST00000278612.9	NPAT	protein_coding	annotated	103	4386	6113	1523	1490	0.3453	0.3088	0.3255	0.3324	0.3104	0.0236	0.6827	0.8349	0.2894
attn	human_ruizorera	human	ENST00000216237.10	L3MBTL2	protein_coding	annotated	52	2169	3189	1452	1385	0.3224	0.3361	0.3402	0.3017	0.3203	0.0337	0.6285	0.8643	0.2894
attn	human_ruizorera	human	ENST00000935955.1	ETFDH	protein_coding	annotated	291	2144	2286	3520	3196	0.2630	0.2932	0.3167	0.2852	0.3277	0.0409	0.5329	0.8404	0.2894
attn	human_ruizorera	human	ENST00000284376.8	CC2D1B	protein_coding	annotated	152	2710	5338	1163	1146	0.3620	0.3444	0.3582	0.3443	0.3365	0.0490	0.6644	0.8674	0.2894
attn	human_ruizorera	human	ENST00000344175.10	AKT1S1	protein_coding	Overlap_uORF	45	179	1775	1426	138	0.2232	0.3104	0.3378	0.2723	0.4102	0.1031	0.5525	0.5580	0.2894
attn	human_ruizorera	human	ENST00000380338.9	MLLT3	protein_coding	annotated	244	1950	6724	3395	3116	0.2614	0.4367	0.4510	0.2335	0.4222	0.1102	0.5298	0.8299	0.2893
attn	human_ruizorera	human	ENST00000303536.8	ACYP2	protein_coding	annotated	112	408	789	662	434	0.4675	0.3488	0.4379	0.4564	0.5289	0.1586	0.5231	0.8341	0.2892
attn	human_ruizorera	human	ENST00000257247.11	AHNAK	protein_coding	annotated	237	686	1024	4087	2445	0.7096	0.7583	0.6570	0.9112	0.4704	0.1348	0.3466	0.8446	0.2892
attn	human_ruizorera	human	ENST00000288078.11	FCSK	protein_coding	annotated	59	3313	3907	1274	1268	0.3285	0.3294	0.3410	0.3213	0.3266	0.0400	0.6574	0.9062	0.2892
attn	human_ruizorera	human	ENST00000685781.1	WHR1	protein_coding	annotated	50	814	1211	2100	2094	0.3998	0.4327	0.3782	0.3767	0.3484	0.0595	0.5063	0.8572	0.2892
attn	human_ruizorera	human	ENST00000327158.5	TIMM22	protein_coding	annotated	15	599	3182	2489	2481	0.4248	0.4149	0.4048	0.3586	0.3318	0.0450	0.4980	0.8456	0.2892
attn	human_ruizorera	human	ENST00000282388.4	ZFP36L2	protein_coding	annotated	292	1776	3693	6117	5666	0.3481	0.3686	0.3385	0.3559	0.3407	0.0530	0.4473	0.7822	0.2892
attn	human_ruizorera	human	ENST00000307650.9	MCRIP2	protein_coding	annotated	165	647	931	1703	1693	0.2893	0.3514	0.4503	0.2506	0.4055	0.1004	0.5278	0.8382	0.2891
attn	human_ruizorera	human	ENST00000375774.3	ING1	protein_coding	annotated	463	1731	2870	939	937	0.3613	0.4049	0.4148	0.3412	0.3868	0.0884	0.5882	0.7994	0.2891
attn	human_ruizorera	human	ENST00000323274.15	TYMS	protein_coding	annotated	91	1032	1613	12481	12439	0.3085	0.4227	0.5050	0.2910	0.4840	0.1409	0.3127	0.8502	0.2891
attn	human_ruizorera	human	ENST00000485303.6	NECTIN3	protein_coding	annotated	203	1852	5197	2001	1749	0.3296	0.3680	0.3719	0.3331	0.3377	0.0505	0.6154	0.7953	0.2890
attn	human_ruizorera	human	ENST00000689607.3	ANKRD13C-DT	lncRNA	novel	173	562	886	471	419	0.3456	0.3705	0.4302	0.2888	0.3755	0.0807	0.6022	0.6587	0.2889
attn	human_ruizorera	human	ENST00000959998.1	ZNF333	protein_coding	annotated	164	2161	2859	856	847	0.4439	0.3397	0.3515	0.4356	0.3334	0.0467	0.6875	0.7096	0.2889
attn	human_ruizorera	human	ENST00000456935.7	MAN2B1	protein_coding	annotated	42	3077	3185	1628	1620	0.2977	0.3076	0.3094	0.2953	0.3071	0.0209	0.6423	0.8698	0.2888
attn	human_ruizorera	human	ENST00000294258.8	ZFPL1	protein_coding	annotated	166	1098	1382	818	747	0.1891	0.2281	0.3409	0.2587	0.4560	0.1284	0.5472	0.8233	0.2888
attn	human_ruizorera	human	ENST00000334464.7	PDZD8	protein_coding	annotated	214	3678	9672	1172	1130	0.2909	0.3223	0.3410	0.2719	0.3226	0.0367	0.6507	0.8363	0.2888
attn	human_ruizorera	human	ENST00000374648.7	ZNF248	protein_coding	annotated	500	859	1286	437	226	0.4970	0.4296	0.3863	0.6132	0.4237	0.0664	0.6496	0.4204	0.2886
attn	human_ruizorera	human	ENST00000681875.1	SPECC1	protein_coding	annotated	168	3257	3927	2037	2033	0.5208	0.3752	0.3747	0.5170	0.3630	0.0717	0.6065	0.8214	0.2886
attn	human_ruizorera	human	ENST00000289119.7	ABHD3	protein_coding	annotated	110	1339	2029	397	397	0.3583	0.3315	0.3684	0.3333	0.3400	0.0529	0.6905	0.8690	0.2886
attn	human_ruizorera	human	ENST00000504924.6	ARL15	protein_coding	annotated	95	709	3328	1787	1651	0.3586	0.4410	0.4282	0.3129	0.3911	0.0918	0.5389	0.8698	0.2886
attn	human_ruizorera	human	ENST00000527235.6	EI24	protein_coding	annotated	156	944	1625	673	463	0.3421	0.3304	0.3596	0.3120	0.3406	0.0535	0.6234	0.7775	0.2886
attn	human_ruizorera	human	ENST00000287295.8	AIFM1	protein_coding	annotated	186	2027	2222	13727	13727	0.3658	0.3997	0.3616	0.3566	0.3466	0.0586	0.4267	0.8653	0.2885
attn	human_ruizorera	human	ENST00000296550.12	DCLK2	protein_coding	annotated	584	2884	4075	2064	1724	0.2786	0.2960	0.3098	0.2751	0.3175	0.0320	0.5991	0.8509	0.2885
attn	human_ruizorera	human	ENST00000614034.5	ZNF2	protein_coding	annotated	92	1369	3580	1157	1149	0.3444	0.3702	0.3705	0.3180	0.3426	0.0553	0.6118	0.8407	0.2885
attn	human_ruizorera	human	ENST00000392283.9	PPIL3	protein_coding	annotated	193	678	1166	1783	1431	0.3997	0.4321	0.4485	0.3502	0.3564	0.0667	0.5405	0.7722	0.2884
attn	human_ruizorera	human	ENST00000432791.7	KANSL1	protein_coding	annotated	697	4014	5574	4377	3655	0.2799	0.3370	0.3548	0.2562	0.3332	0.0471	0.5742	0.7773	0.2884
attn	human_ruizorera	human	ENST00000897191.1	MTRF1	protein_coding	annotated	2674	4011	4150	422	377	0.3278	0.3368	0.3357	0.2963	0.3209	0.0355	0.6947	0.8302	0.2883
