model	dataset	species	tx_id	gene	tx_biotype	orf_type	orf_tstart	orf_tstop	tx_len	psites_total	psites_in_orf	r_full	r_drop1	r_drop3	r_orf	r_drop_orf3	top1_frac	spread90	f0_obs_in_orf	score
attn	human_hepatocytes	human	ENST00000549555.5	DAZAP2	protein_coding	annotated	85	708	872	14030	12450	0.5151	0.6522	0.5625	0.5343	0.5696	0.1104	0.3891	0.5109	0.3899
attn	human_hepatocytes	human	ENST00000435510.6	NRBF2	protein_coding	annotated	170	1003	1816	1267	1044	0.6100	0.5261	0.4602	0.6386	0.5005	0.0773	0.6275	0.8458	0.3899
attn	human_hepatocytes	human	ENST00000367623.8	ABL2	protein_coding	annotated	1	3486	3486	2890	2890	0.5000	0.4927	0.4452	0.5000	0.4452	0.0436	0.6962	0.8934	0.3898
attn	human_hepatocytes	human	ENST00000368149.3	ARHGAP18	protein_coding	annotated	42	2033	4414	1452	1372	0.5727	0.5121	0.4439	0.5691	0.4276	0.0310	0.7062	0.8134	0.3898
attn	human_hepatocytes	human	ENST00000366795.4	DACT2	protein_coding	annotated	145	2469	2997	1034	1009	0.4668	0.4755	0.4367	0.4581	0.4261	0.0300	0.6923	0.7958	0.3896
attn	human_hepatocytes	human	ENST00000307650.9	MCRIP2	protein_coding	annotated	165	647	931	403	403	0.5486	0.6284	0.5406	0.5226	0.5084	0.0819	0.7101	0.7767	0.3895
attn	human_hepatocytes	human	ENST00000479408.6	PDE4DIP	protein_coding	Overlap_dORF	2434	2583	2746	2258	28	0.3465	0.3491	0.3165	0.3250	0.5331	0.0943	0.6082	0.8929	0.3895
attn	human_hepatocytes	human	ENST00000643660.1	CSNK2A1	protein_coding	annotated	171	1346	2822	2295	2119	0.8125	0.7833	0.7394	0.8158	0.7551	0.1695	0.5333	0.8277	0.3894
attn	human_hepatocytes	human	ENST00000905336.1	EEF1AKMT1	protein_coding	annotated	195	839	1949	3223	3208	0.6606	0.6557	0.5666	0.6397	0.5119	0.0838	0.5981	0.8217	0.3894
attn	human_hepatocytes	human	ENST00000367760.7	PRRX1	protein_coding	annotated	1086	1739	2217	329	278	0.3635	0.3799	0.3260	0.3762	0.4712	0.0608	0.7119	0.8633	0.3893
attn	human_hepatocytes	human	ENST00000581208.2	VEZF1	protein_coding	annotated	144	1709	4630	4223	4202	0.5921	0.4434	0.5264	0.5948	0.5064	0.0810	0.5760	0.8774	0.3892
attn	human_hepatocytes	human	ENST00000344450.9	DUSP22	protein_coding	annotated	444	998	1485	1751	1650	0.6800	0.6674	0.5436	0.6722	0.5140	0.0851	0.5809	0.8812	0.3891
attn	human_hepatocytes	human	ENST00000193322.8	OSTM1	protein_coding	annotated	91	1095	4471	4813	4739	0.7693	0.6788	0.6453	0.7639	0.6132	0.1280	0.5520	0.8618	0.3889
attn	human_hepatocytes	human	ENST00000360631.8	DCLK1	protein_coding	annotated	289	2511	8394	3543	3441	0.4417	0.4575	0.4676	0.4003	0.4223	0.0277	0.6568	0.8713	0.3889
attn	human_hepatocytes	human	ENST00000569529.6	ANTKMT	protein_coding	annotated	130	837	870	1281	1223	0.6505	0.5453	0.4820	0.6563	0.4921	0.0734	0.6210	0.8291	0.3889
attn	human_hepatocytes	human	ENST00000424120.6	CC2D2A	protein_coding	annotated	195	5057	5184	2237	2019	0.4838	0.4573	0.4591	0.4563	0.4194	0.0255	0.7101	0.8405	0.3889
attn	human_hepatocytes	human	ENST00000377603.5	POLR3F	protein_coding	annotated	118	1068	2156	2869	2849	0.6075	0.5735	0.5411	0.5942	0.5057	0.0809	0.5891	0.9042	0.3888
attn	human_hepatocytes	human	ENST00000881555.1	SVBP	protein_coding	annotated	264	464	826	1464	1410	0.6342	0.6971	0.6319	0.5866	0.5686	0.1107	0.5663	0.8135	0.3888
attn	human_hepatocytes	human	ENST00000916746.1	TRABD	protein_coding	annotated	3009	4187	5263	2988	2986	0.4537	0.4641	0.4893	0.3982	0.4317	0.0348	0.6057	0.8684	0.3888
attn	human_hepatocytes	human	ENST00000620367.4	TADA2A	protein_coding	annotated	109	1026	1043	1462	1288	0.8368	0.6576	0.5454	0.8458	0.5424	0.0992	0.6688	0.8533	0.3887
attn	human_hepatocytes	human	ENST00000628419.2	OARD1	protein_coding	annotated	301	561	1188	2079	1468	0.6681	0.7318	0.6145	0.6338	0.5371	0.0967	0.5714	0.8065	0.3887
attn	human_hepatocytes	human	ENST00000263733.5	FAM20B	protein_coding	annotated	339	1568	5991	4330	3698	0.5375	0.5657	0.5075	0.4874	0.4358	0.0379	0.6152	0.8826	0.3887
attn	human_hepatocytes	human	ENST00000337920.8	PHF20L1	protein_coding	annotated	272	1129	2311	1843	1479	0.5161	0.5861	0.5094	0.4069	0.4830	0.0684	0.6649	0.8519	0.3887
attn	human_hepatocytes	human	ENST00000920745.1	RHOC	protein_coding	annotated	125	706	1115	3530	3530	0.6702	0.7191	0.6584	0.6655	0.6537	0.1419	0.4182	0.8901	0.3887
attn	human_hepatocytes	human	ENST00000278935.8	CEP164	protein_coding	annotated	149	4531	5629	3225	3157	0.4679	0.4143	0.4263	0.4621	0.4183	0.0248	0.7030	0.8416	0.3886
attn	human_hepatocytes	human	ENST00000858643.1	ZNF655	protein_coding	annotated	200	1780	2481	4245	4080	0.6753	0.6268	0.6067	0.6790	0.5193	0.0881	0.6193	0.7941	0.3885
attn	human_hepatocytes	human	ENST00000374126.10	ZNF618	protein_coding	annotated	73	2937	9363	1542	1517	0.6994	0.5098	0.5367	0.7017	0.5182	0.0875	0.6727	0.8675	0.3885
attn	human_hepatocytes	human	ENST00000394790.2	FUT11	protein_coding	annotated	44	1474	2175	5397	4149	0.5750	0.5047	0.5119	0.5218	0.4508	0.0484	0.5755	0.7047	0.3885
attn	human_hepatocytes	human	ENST00000296468.8	MFSD8	protein_coding	annotated	129	1685	4516	1965	1916	0.5877	0.4813	0.4656	0.5714	0.4381	0.0397	0.6826	0.8356	0.3885
attn	human_hepatocytes	human	ENST00000378858.5	LRRN4	protein_coding	annotated	237	2459	2935	3100	2780	0.3921	0.4026	0.4213	0.3858	0.4201	0.0265	0.6400	0.8662	0.3884
attn	human_hepatocytes	human	ENST00000392271.6	URI1	protein_coding	annotated	310	1917	3460	6099	5377	0.5449	0.6339	0.5855	0.5276	0.5727	0.1126	0.6035	0.8614	0.3884
attn	human_hepatocytes	human	ENST00000286307.6	LSM11	protein_coding	annotated	40	1122	6567	524	524	0.4311	0.4426	0.4996	0.4035	0.4736	0.0630	0.6883	0.9256	0.3883
attn	human_hepatocytes	human	ENST00000877077.1	CLCC1	protein_coding	Overlap_uORF	15	182	2183	6534	322	0.7832	0.7036	0.7418	0.4114	0.4467	0.0458	0.5647	0.6584	0.3883
attn	human_hepatocytes	human	ENST00000162749.7	TNFRSF1A	protein_coding	annotated	263	1630	2171	30921	18764	0.4707	0.4994	0.5373	0.5423	0.6007	0.1238	0.4197	0.7016	0.3883
attn	human_hepatocytes	human	ENST00000265732.10	RBM48	protein_coding	annotated	20	1123	4667	2700	2677	0.5585	0.5592	0.5067	0.5211	0.4540	0.0507	0.6396	0.8282	0.3882
attn	human_hepatocytes	human	ENST00000675229.1	ERCC8	protein_coding	Overlap_uORF	4	144	881	859	762	0.5979	0.6943	0.5415	0.6113	0.5675	0.1106	0.5972	0.7546	0.3882
attn	human_hepatocytes	human	ENST00000380817.8	SBF1	protein_coding	annotated	196	5877	8019	3860	3796	0.5528	0.4448	0.4402	0.5482	0.4281	0.0326	0.6814	0.8195	0.3881
attn	human_hepatocytes	human	ENST00000590513.3	HSD17B1-AS1	lncRNA	novel	348	569	2411	601	471	0.4880	0.5055	0.5451	0.4538	0.5254	0.0915	0.6615	0.7537	0.3881
attn	human_hepatocytes	human	ENST00000912545.1	PNRC2	protein_coding	annotated	404	823	2409	7261	69	0.1822	0.1920	0.1496	0.6692	0.4733	0.0631	0.4077	0.6522	0.3880
attn	human_hepatocytes	human	ENST00000261167.7	WBP11	protein_coding	annotated	173	2098	4581	7355	6061	0.8414	0.6520	0.5914	0.6533	0.5662	0.1101	0.5000	0.8395	0.3880
attn	human_hepatocytes	human	ENST00000523444.2	NBN	protein_coding	uORF	164	340	4724	7892	772	0.6258	0.6363	0.5982	0.5181	0.4094	0.0184	0.6113	0.6995	0.3879
attn	human_hepatocytes	human	ENST00000692078.1	USP53	protein_coding	annotated	1103	4324	6631	3958	2675	0.5611	0.4440	0.3804	0.5477	0.4626	0.0566	0.6571	0.7193	0.3878
attn	human_hepatocytes	human	ENST00000244520.10	SNRPC	protein_coding	annotated	40	519	806	12934	12885	0.7150	0.7546	0.5668	0.7074	0.5434	0.1003	0.3575	0.7290	0.3877
attn	human_hepatocytes	human	ENST00000200652.4	SLC22A4	protein_coding	annotated	224	1879	2234	753	719	0.5482	0.5392	0.4573	0.5499	0.4571	0.0531	0.7018	0.8470	0.3877
attn	human_hepatocytes	human	ENST00000366928.10	LYPLAL1	protein_coding	annotated	14	727	1857	3458	3432	0.5924	0.5983	0.5666	0.5625	0.5153	0.0868	0.5917	0.8103	0.3876
attn	human_hepatocytes	human	ENST00000330173.6	ZNF570	protein_coding	annotated	254	1864	5283	1850	1774	0.5048	0.5002	0.4635	0.4786	0.4301	0.0346	0.6507	0.7570	0.3876
attn	human_hepatocytes	human	ENST00000865426.1	ZNF37A	protein_coding	annotated	375	2060	4449	750	728	0.5498	0.5026	0.4682	0.5443	0.4593	0.0547	0.6893	0.8558	0.3876
attn	human_hepatocytes	human	ENST00000652365.1	GREM1	protein_coding	annotated	100	765	4103	666	660	0.5066	0.5281	0.5240	0.4849	0.5016	0.0796	0.6812	0.8652	0.3875
attn	human_hepatocytes	human	ENST00000371964.5	SURF2	protein_coding	annotated	44	814	833	1109	1109	0.8307	0.7062	0.6066	0.8304	0.6037	0.1253	0.6224	0.8683	0.3875
attn	human_hepatocytes	human	ENST00000648114.1	IQSEC1	protein_coding	annotated	300	3968	4198	1895	1895	0.4175	0.4216	0.4295	0.4207	0.4325	0.0364	0.6538	0.8992	0.3875
attn	human_hepatocytes	human	ENST00000373624.6	DENND1A	protein_coding	annotated	203	3232	5010	1722	1703	0.4504	0.3860	0.3943	0.4655	0.4107	0.0197	0.7127	0.8409	0.3875
attn	human_hepatocytes	human	ENST00000580974.6	PITPNC1	protein_coding	annotated	875	1681	6360	632	483	0.4592	0.4565	0.4493	0.4035	0.4414	0.0427	0.6916	0.7867	0.3875
attn	human_hepatocytes	human	ENST00000397865.9	MBP	protein_coding	annotated	79	561	2127	450	264	0.7522	0.6614	0.5500	0.7796	0.5329	0.0956	0.6038	0.9470	0.3874
attn	human_hepatocytes	human	ENST00000695335.1	SCMH1	protein_coding	annotated	366	2378	3370	2408	2082	0.4115	0.4092	0.4169	0.4103	0.4303	0.0349	0.6854	0.8021	0.3874
attn	human_hepatocytes	human	ENST00000378198.9	TDP2	protein_coding	annotated	38	1126	1935	9042	9025	0.9003	0.6134	0.6357	0.8986	0.6037	0.1254	0.5383	0.8351	0.3874
attn	human_hepatocytes	human	ENST00000278568.8	PAK1	protein_coding	annotated	531	2192	2543	2563	2439	0.5023	0.5877	0.4928	0.5067	0.4978	0.0776	0.6245	0.8278	0.3874
attn	human_hepatocytes	human	ENST00000919020.1	FAM216A	protein_coding	annotated	460	1281	1414	5382	5248	0.8367	0.6049	0.6348	0.8361	0.6232	0.1325	0.5044	0.8493	0.3873
attn	human_hepatocytes	human	ENST00000339105.9	CLYBL	protein_coding	annotated	7	1029	1181	801	801	0.5366	0.4426	0.4648	0.5316	0.4575	0.0537	0.6947	0.8489	0.3873
attn	human_hepatocytes	human	ENST00000262812.9	COPE	protein_coding	annotated	40	966	1131	18843	18517	0.4902	0.4820	0.4698	0.4828	0.4568	0.0533	0.4050	0.8871	0.3873
attn	human_hepatocytes	human	ENST00000337387.4	WTAP	protein_coding	annotated	125	580	1622	3916	3378	0.7656	0.7954	0.5826	0.7660	0.5778	0.1154	0.4815	0.8609	0.3872
attn	human_hepatocytes	human	ENST00000573034.8	SRGAP2	protein_coding	annotated	653	3868	6884	1779	1767	0.5856	0.4973	0.4550	0.5813	0.4402	0.0422	0.6833	0.8517	0.3872
attn	human_hepatocytes	human	ENST00000377801.8	PLCXD3	protein_coding	annotated	76	1041	7706	2747	2735	0.4760	0.5472	0.5811	0.4405	0.5368	0.0976	0.6244	0.8801	0.3872
attn	human_hepatocytes	human	ENST00000900738.1	DISP1	protein_coding	annotated	155	4729	4749	2155	2134	0.5543	0.4505	0.4363	0.5543	0.4357	0.0390	0.6991	0.8276	0.3871
attn	human_hepatocytes	human	ENST00000382142.8	MTMR12	protein_coding	annotated	102	2345	5116	2504	2490	0.6259	0.5415	0.4904	0.6136	0.4589	0.0547	0.6689	0.8297	0.3871
attn	human_hepatocytes	human	ENST00000254942.8	TERF2	protein_coding	annotated	37	1665	2996	6764	6757	0.4839	0.4621	0.4513	0.4647	0.4292	0.0343	0.5714	0.8643	0.3871
attn	human_hepatocytes	human	ENST00000961697.1	DNAJC5	protein_coding	annotated	52	648	5080	4291	4251	0.7936	0.6681	0.6809	0.7843	0.6446	0.1398	0.4897	0.8805	0.3871
attn	human_hepatocytes	human	ENST00000254193.11	SNRPA1	protein_coding	annotated	71	838	1052	1636	1563	0.6131	0.5958	0.4818	0.6182	0.4863	0.0715	0.5765	0.8656	0.3870
attn	human_hepatocytes	human	ENST00000376874.9	RILPL1	protein_coding	annotated	238	1449	3933	2450	2375	0.5450	0.5600	0.5057	0.5160	0.4631	0.0576	0.6368	0.8261	0.3869
attn	human_hepatocytes	human	ENST00000367577.7	IER5	protein_coding	annotated	204	1187	4201	2925	2618	0.4883	0.4909	0.4809	0.4527	0.4427	0.0441	0.6329	0.8342	0.3869
attn	human_hepatocytes	human	ENST00000370751.10	IFI44L	protein_coding	annotated	135	1493	5829	653	584	0.5283	0.4587	0.4627	0.5155	0.4453	0.0459	0.7103	0.8973	0.3869
attn	human_hepatocytes	human	ENST00000879045.1	IFI44	protein_coding	annotated	788	2122	2723	1740	1719	0.4828	0.4979	0.4810	0.4535	0.4462	0.0466	0.7000	0.7784	0.3868
attn	human_hepatocytes	human	ENST00000897779.1	SORBS3	protein_coding	annotated	413	2428	3195	4697	4635	0.6638	0.5227	0.5199	0.6591	0.5079	0.0835	0.5714	0.6943	0.3868
attn	human_hepatocytes	human	ENST00000370898.9	FPGT	protein_coding	annotated	38	1822	4692	2045	2033	0.4527	0.4658	0.4690	0.4253	0.4382	0.0411	0.6390	0.8598	0.3868
attn	human_hepatocytes	human	ENST00000564026.1	HIRIP3	protein_coding	annotated	39	566	988	941	655	0.4945	0.5381	0.4760	0.5682	0.4626	0.0574	0.7016	0.6183	0.3868
attn	human_hepatocytes	human	ENST00000305366.8	TM4SF1	protein_coding	annotated	103	711	1555	15933	14870	0.7996	0.7043	0.6403	0.8060	0.6177	0.1309	0.3826	0.8369	0.3866
attn	human_hepatocytes	human	ENST00000649550.1	UBE3A	protein_coding	uORF	417	557	5025	8811	485	0.7587	0.7162	0.6848	0.4422	0.4456	0.0463	0.5887	0.7608	0.3866
attn	human_hepatocytes	human	ENST00000279488.8	DUSP6	protein_coding	annotated	463	1608	3627	1929	1927	0.6735	0.5583	0.4909	0.6599	0.4618	0.0570	0.6205	0.8827	0.3866
attn	human_hepatocytes	human	ENST00000593256.6	TMEM205	protein_coding	annotated	184	753	792	6773	6539	0.5705	0.5255	0.5097	0.5545	0.4808	0.0687	0.5000	0.8604	0.3865
attn	human_hepatocytes	human	ENST00000370996.5	PPP1R3D	protein_coding	annotated	375	1274	3643	941	638	0.4436	0.4719	0.4613	0.4711	0.4354	0.0393	0.6861	0.8103	0.3865
attn	human_hepatocytes	human	ENST00000854221.1	PIGQ	protein_coding	annotated	155	1900	2979	741	617	0.3890	0.4054	0.4112	0.4155	0.4388	0.0418	0.6796	0.8282	0.3864
attn	human_hepatocytes	human	ENST00000414217.5	PPIP5K2	protein_coding	annotated	285	3953	5842	3631	3062	0.6367	0.4859	0.5079	0.5170	0.4463	0.0471	0.6651	0.8556	0.3862
attn	human_hepatocytes	human	ENST00000396463.7	WRAP53	protein_coding	annotated	87	1733	1749	1225	1225	0.4299	0.4380	0.4364	0.4275	0.4338	0.0384	0.6975	0.8653	0.3862
attn	human_hepatocytes	human	ENST00000441576.6	DALRD3	protein_coding	annotated	1	1551	1706	2573	2573	0.4965	0.5457	0.4652	0.4936	0.4597	0.0560	0.6349	0.8321	0.3862
attn	human_hepatocytes	human	ENST00000938621.1	DAD1	protein_coding	annotated	79	420	704	38240	36631	0.9080	0.7622	0.7106	0.9090	0.6909	0.1544	0.2862	0.8828	0.3861
attn	human_hepatocytes	human	ENST00000908493.1	DYNLL2	protein_coding	annotated	444	731	902	3957	3352	0.5786	0.5902	0.5324	0.5888	0.4897	0.0740	0.4972	0.8571	0.3861
attn	human_hepatocytes	human	ENST00000228825.12	ARPC3	protein_coding	annotated	78	614	946	14249	14142	0.9213	0.8578	0.7540	0.9204	0.7495	0.1697	0.2645	0.7633	0.3861
attn	human_hepatocytes	human	ENST00000335815.7	ZNF354A	protein_coding	annotated	156	1973	2521	804	778	0.4552	0.4285	0.4431	0.4497	0.4373	0.0410	0.6949	0.8149	0.3860
attn	human_hepatocytes	human	ENST00000652326.2	KIAA0586	protein_coding	annotated	547	5193	8558	2171	1804	0.3916	0.4070	0.4190	0.3980	0.4179	0.0267	0.7090	0.8293	0.3860
attn	human_hepatocytes	human	ENST00000279281.8	VPS51	protein_coding	annotated	38	2386	2661	6508	6508	0.4309	0.4609	0.4558	0.4249	0.4486	0.0489	0.5896	0.9009	0.3860
attn	human_hepatocytes	human	ENST00000220772.8	SFRP1	protein_coding	annotated	315	1259	4464	1686	1565	0.5087	0.4407	0.4726	0.4723	0.4297	0.0356	0.6714	0.6971	0.3860
attn	human_hepatocytes	human	ENST00000589083.5	STX10	protein_coding	annotated	54	794	1241	2216	2028	0.5525	0.6187	0.5801	0.5516	0.5886	0.1205	0.5843	0.8195	0.3860
attn	human_hepatocytes	human	ENST00000238961.9	SLF2	protein_coding	annotated	149	3670	6892	2816	2520	0.6484	0.4473	0.4584	0.4188	0.4471	0.0479	0.7035	0.8270	0.3858
attn	human_hepatocytes	human	ENST00000290902.10	SPON2	protein_coding	annotated	44	1039	1579	31110	30927	0.5313	0.4794	0.4615	0.5090	0.4318	0.0373	0.3383	0.8873	0.3858
attn	human_hepatocytes	human	ENST00000237853.9	ELL2	protein_coding	annotated	131	2053	5826	1505	1186	0.4515	0.4523	0.3535	0.4147	0.4209	0.0292	0.6519	0.8499	0.3858
attn	human_hepatocytes	human	ENST00000258955.7	RSAD1	protein_coding	annotated	26	1354	2467	1460	1435	0.5776	0.5471	0.5122	0.5703	0.4940	0.0767	0.6491	0.8125	0.3857
attn	human_hepatocytes	human	ENST00000894016.1	ZNF771	protein_coding	annotated	88	1116	1348	874	874	0.5479	0.5433	0.4769	0.5409	0.4665	0.0606	0.6538	0.8181	0.3857
attn	human_hepatocytes	human	ENST00000546355.4	RFLNA	protein_coding	annotated	338	988	2487	1803	1534	0.7364	0.5746	0.5370	0.7331	0.4996	0.0799	0.6121	0.8462	0.3856
attn	human_hepatocytes	human	ENST00000341942.10	LAMTOR4	protein_coding	annotated	56	355	594	10871	10749	0.6035	0.5252	0.5478	0.5798	0.5137	0.0873	0.3613	0.8695	0.3856
attn	human_hepatocytes	human	ENST00000320211.10	ATRIP	protein_coding	annotated	110	2485	4576	1232	1212	0.4153	0.4389	0.4446	0.3991	0.4283	0.0349	0.7112	0.8754	0.3856
attn	human_hepatocytes	human	ENST00000369146.8	SV2A	protein_coding	annotated	454	2682	4378	2440	2293	0.4749	0.4627	0.4466	0.4494	0.4161	0.0258	0.6738	0.8618	0.3854
attn	human_hepatocytes	human	ENST00000310300.11	LRCH4	protein_coding	annotated	30	2081	3177	959	959	0.5631	0.4588	0.4816	0.5582	0.4745	0.0657	0.6491	0.8707	0.3854
attn	human_hepatocytes	human	ENST00000597849.5	DPP9	protein_coding	annotated	166	1722	2025	3348	3003	0.8909	0.6319	0.5956	0.9014	0.5661	0.1117	0.6290	0.8931	0.3854
attn	human_hepatocytes	human	ENST00000394894.8	KIF20A	protein_coding	annotated	113	2785	3095	3178	3162	0.4406	0.4085	0.4245	0.4323	0.4149	0.0249	0.6731	0.8947	0.3854
attn	human_hepatocytes	human	ENST00000391965.6	ZNF576	protein_coding	annotated	210	722	1468	425	385	0.5995	0.5362	0.5299	0.5948	0.5085	0.0847	0.7258	0.7143	0.3854
attn	human_hepatocytes	human	ENST00000934310.1	MTOR	protein_coding	annotated	138	7787	8741	4194	4183	0.3965	0.4027	0.4071	0.3909	0.4013	0.0138	0.7081	0.8575	0.3854
attn	human_hepatocytes	human	ENST00000367245.6	MYCT1	protein_coding	annotated	7	714	3030	476	462	0.4883	0.4951	0.4785	0.4511	0.4410	0.0441	0.7260	0.8506	0.3854
attn	human_hepatocytes	human	ENST00000368552.8	FUOM	protein_coding	annotated	19	423	1970	952	853	0.6623	0.5938	0.5501	0.6414	0.5132	0.0872	0.6322	0.9015	0.3854
attn	human_hepatocytes	human	ENST00000296215.8	SNIP1	protein_coding	annotated	65	1255	4554	3365	3238	0.7206	0.5161	0.5379	0.7207	0.5194	0.0903	0.5887	0.8014	0.3853
attn	human_hepatocytes	human	ENST00000615793.1	UBE2D1	protein_coding	Overlap_uORF	224	316	2621	6242	1716	0.6306	0.7059	0.7345	0.6549	0.5747	0.1153	0.4793	0.8036	0.3853
attn	human_hepatocytes	human	ENST00000368090.5	PIGM	protein_coding	annotated	252	1523	7038	1948	1769	0.5826	0.5229	0.4817	0.5967	0.4894	0.0744	0.6667	0.8417	0.3853
attn	human_hepatocytes	human	ENST00000370986.9	GADD45A	protein_coding	annotated	295	792	1352	4675	4275	0.4715	0.4720	0.4982	0.4110	0.4380	0.0421	0.5438	0.8739	0.3853
attn	human_hepatocytes	human	ENST00000481490.3	FSBP	protein_coding	annotated	77	976	5391	839	803	0.5038	0.5261	0.4864	0.4726	0.4495	0.0501	0.7079	0.8132	0.3852
attn	human_hepatocytes	human	ENST00000219139.8	PHAF1	protein_coding	annotated	236	1504	2917	3461	3435	0.8286	0.7120	0.5781	0.8259	0.5527	0.1060	0.5875	0.8349	0.3852
attn	human_hepatocytes	human	ENST00000263697.6	DNAJC8	protein_coding	annotated	32	793	1763	16225	16179	0.7081	0.5722	0.5355	0.6980	0.5037	0.0825	0.3518	0.8920	0.3850
attn	human_hepatocytes	human	ENST00000324079.11	TDRP	protein_coding	annotated	78	635	3088	1130	1113	0.6349	0.5392	0.5340	0.6091	0.4920	0.0761	0.6373	0.7898	0.3850
attn	human_hepatocytes	human	ENST00000360768.5	VKORC1L1	protein_coding	annotated	158	829	6087	2506	2432	0.6421	0.6941	0.6304	0.6305	0.6029	0.1265	0.5200	0.8483	0.3850
attn	human_hepatocytes	human	ENST00000371761.4	CDKN2C	protein_coding	annotated	125	631	995	1589	1162	0.6516	0.5601	0.6440	0.5530	0.6729	0.1498	0.5780	0.8330	0.3850
attn	human_hepatocytes	human	ENST00000521688.6	ENY2	protein_coding	annotated	123	428	2901	28441	27100	0.4741	0.6151	0.6320	0.4003	0.5716	0.1143	0.3074	0.8484	0.3849
attn	human_hepatocytes	human	ENST00000301838.5	FADD	protein_coding	annotated	165	791	1708	4043	3677	0.5083	0.5264	0.5284	0.4689	0.4806	0.0698	0.4896	0.8676	0.3848
attn	human_hepatocytes	human	ENST00000535621.6	PDXDC1	protein_coding	annotated	189	1685	2048	4164	4101	0.6664	0.6088	0.5890	0.6654	0.5833	0.1191	0.5228	0.8459	0.3848
attn	human_hepatocytes	human	ENST00000302003.11	OGG1	protein_coding	annotated	344	1576	1655	1415	822	0.4841	0.4152	0.3767	0.4330	0.4348	0.0403	0.6845	0.7652	0.3848
attn	human_hepatocytes	human	ENST00000325167.9	CHMP6	protein_coding	annotated	79	684	1664	2551	2512	0.5885	0.5214	0.5530	0.5575	0.5009	0.0811	0.5843	0.8439	0.3848
attn	human_hepatocytes	human	ENST00000358487.10	FGFR2	protein_coding	annotated	577	3099	4624	2138	1954	0.4422	0.4259	0.4227	0.4299	0.4093	0.0210	0.7003	0.8163	0.3847
attn	human_hepatocytes	human	ENST00000459757.6	ZNF181	protein_coding	annotated	464	2176	2265	711	657	0.4829	0.4976	0.4552	0.4744	0.4435	0.0464	0.7027	0.8813	0.3847
attn	human_hepatocytes	human	ENST00000924005.1	ZNF445	protein_coding	annotated	185	3280	8207	3536	3258	0.5992	0.5262	0.5377	0.5771	0.4539	0.0535	0.6830	0.8579	0.3846
attn	human_hepatocytes	human	ENST00000382151.6	PISD	protein_coding	uORF	180	323	2669	2033	67	0.5893	0.5639	0.5780	0.4047	0.4219	0.0310	0.6533	0.6418	0.3846
attn	human_hepatocytes	human	ENST00000409150.8	NEMP2	protein_coding	annotated	68	1321	6172	730	721	0.4506	0.4468	0.4645	0.4158	0.4300	0.0370	0.7182	0.8308	0.3846
attn	human_hepatocytes	human	ENST00000202917.10	OAS1	protein_coding	annotated	79	1281	1631	557	546	0.4941	0.4616	0.4418	0.4872	0.4333	0.0395	0.7241	0.8278	0.3844
attn	human_hepatocytes	human	ENST00000376772.8	PPP1R11	protein_coding	annotated	214	594	1621	5736	3609	0.8379	0.6918	0.6336	0.8532	0.7214	0.1635	0.4403	0.7758	0.3844
attn	human_hepatocytes	human	ENST00000903896.1	KANK1	protein_coding	uORF	43	195	5235	6443	666	0.5629	0.5754	0.5631	0.5239	0.4029	0.0161	0.6540	0.5916	0.3844
attn	human_hepatocytes	human	ENST00000453196.6	NIN	protein_coding	annotated	265	6405	6858	2883	2871	0.5654	0.4167	0.4204	0.5637	0.4165	0.0271	0.7225	0.7983	0.3843
attn	human_hepatocytes	human	ENST00000911334.1	C4orf33	protein_coding	annotated	230	946	1810	1191	1065	0.5080	0.5016	0.5429	0.5257	0.5120	0.0873	0.6333	0.8676	0.3843
attn	human_hepatocytes	human	ENST00000356792.9	EDRF1	protein_coding	annotated	100	3816	4483	3197	3148	0.7239	0.5128	0.4941	0.7245	0.4842	0.0723	0.6788	0.8545	0.3842
attn	human_hepatocytes	human	ENST00000164305.10	PIGB	protein_coding	annotated	30	1694	1910	1449	1449	0.5155	0.4147	0.4329	0.5093	0.4243	0.0331	0.7053	0.8247	0.3841
attn	human_hepatocytes	human	ENST00000921479.1	MIIP	protein_coding	annotated	158	1324	1562	1624	1573	0.5855	0.5603	0.4602	0.5825	0.4487	0.0505	0.6265	0.9008	0.3840
attn	human_hepatocytes	human	ENST00000262197.7	RBFA	protein_coding	annotated	31	759	1219	973	867	0.4952	0.4573	0.4464	0.5016	0.4439	0.0473	0.6250	0.5859	0.3840
attn	human_hepatocytes	human	ENST00000394332.5	RPL23	protein_coding	annotated	13	435	625	29507	29507	0.6959	0.7732	0.8348	0.6918	0.8304	0.1882	0.2976	0.8903	0.3839
attn	human_hepatocytes	human	ENST00000490996.1	KDELR2	protein_coding	annotated	1	561	655	22628	22626	0.5254	0.4877	0.4971	0.5187	0.4883	0.0749	0.2968	0.8114	0.3838
attn	human_hepatocytes	human	ENST00000449592.7	TMEM120B	protein_coding	annotated	145	1164	7510	1513	1456	0.8163	0.6657	0.5626	0.8132	0.5218	0.0925	0.6600	0.8640	0.3838
attn	human_hepatocytes	human	ENST00000405717.7	SEC14L2	protein_coding	annotated	81	1259	1733	3333	3217	0.4834	0.4776	0.4545	0.4678	0.4353	0.0414	0.5484	0.8688	0.3838
attn	human_hepatocytes	human	ENST00000317552.9	MID1	protein_coding	uORF	246	350	6168	1619	84	0.6355	0.5750	0.5431	0.6649	0.4477	0.0500	0.6837	0.8333	0.3837
